index,Country/Territory,Suspected,Confirmed,Imported Cases,Incidence Rate,Zika Case Deaths,Zika Congenital Syndrome,Population x1000e,Congenital Suspected,Congenital Probable,GBS,Confirmed congenital syndrome,Date,Year,Month,Day,Noncumulative Suspected,Noncumulative Confirmed,Noncumulative Zika Case Deaths,Noncumulative Zika Congenital Syndrome
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-10-26,2017,oct,26,0,0,0.0,0.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,5.0,396,,,,,2017-10-26,2017,oct,26,0,0,0.0,0.0
50,Cayman Islands,237,30,11.0,460.3448275862069,0.0,0.0,58,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,437,0.0,2688.0,0.0,0.0,25,0,0,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
48,Barbados,715,150,0.0,296.2328767123288,0.0,1.0,292,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
47,Bahamas,531,25,3.0,140.7594936708861,0.0,0.0,395,0,0,0,0,2017-11-02,2017,nov,2,0,0,0.0,0.0
44,Anguilla,31,23,1.0,317.6470588235294,0.0,0.0,17,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
45,Antigua and Barbuda,540,25,2.0,601.063829787234,0.0,0.0,94,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
42,Subtotal ,1199,295,76.0,2.0646766169154227,0.0,4.0,72360,0,0,0,0,2017-11-02,2017,nov,2,-88988,-41967,-5.0,-141.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
40,Paraguay,660,18,0.0,10.0817843866171,0.0,2.0,6725,,,,,2017-11-02,2017,nov,2,-4,0,0.0,0.0
51,Curacao,4476,2049,0.0,4379.194630872483,0.0,0.0,149,0,0,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
46,Aruba,1208,703,7.0,1676.3157894736842,0.0,0.0,114,0,0,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,3.0,773,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
55,Jamaica,7772,203,0.0,284.00997150997154,0.0,0.0,2808,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
60,Sint Maarten (Dutch part),253,149,0.0,957.1428571428571,0.0,0.0,42,0,0,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
61,Suriname,2768,724,0.0,637.2262773722628,4.0,4.0,548,2,5,15,4,2017-11-02,2017,nov,2,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,17.0,1367,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
63,Turks and Caicos Islands,203,25,3.0,438.46153846153845,0.0,0.0,52,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
67,TOTAL,581685,222986,6252.0,80.18572827946736,20.0,3689.0,1003509,9611,3216,1366,93,2017-11-02,2017,nov,2,83,880,0.0,0.0
38,Argentina,539,277,41.0,1.8520199727644122,0.0,2.0,44060,,,,,2017-11-02,2017,nov,2,0,1,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
36,Brazil,231725,137288,0.0,176.09530763100506,11.0,2952.0,209553,9289,2989,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-11-02,2017,nov,2,0,0,0.0,0.0
33,Peru,6578,1527,22.0,25.35189239912418,0.0,0.0,31970,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-11-02,2017,nov,2,0,0,0.0,0.0
3,Canada,0,0,523.0,0.0,0.0,1.0,36284,0,0,0,0,2017-11-02,2017,nov,2,0,0,0.0,0.0
4,United States of America,0,225,5279.0,0.06916777335104028,0.0,98.0,325296,0,0,0,7,2017-11-02,2017,nov,2,0,0,0.0,0.0
5,Subtotal ,0,225,5808.0,0.06221467658046017,0.0,99.0,361651,0,0,0,7,2017-11-02,2017,nov,2,-1199,-70,0.0,95.0
8,Mexico,0,10748,15.0,8.356138823236721,0.0,20.0,128624,0,0,419,0,2017-11-02,2017,nov,2,0,112,0.0,0.0
10,Belize,2005,355,0.0,636.1185983827494,0.0,0.0,371,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
11,Costa Rica,7635,1994,32.0,197.27514853513625,0.0,6.0,4881,0,0,0,1,2017-11-02,2017,nov,2,-4,12,0.0,0.0
12,El Salvador,11740,51,0.0,191.81714657556532,0.0,4.0,6147,,,,,2017-11-02,2017,nov,2,19,0,0.0,0.0
13,Guatemala,3877,1032,0.0,29.441045939786495,0.0,140.0,16674,5,0,47,13,2017-11-02,2017,nov,2,15,32,0.0,0.0
14,Honduras,32385,308,0.0,399.1819291819292,0.0,8.0,8190,61,0,141,1,2017-11-02,2017,nov,2,0,0,0.0,0.0
15,Nicaragua,0,2789,3.0,45.10025873221216,0.0,2.0,6184,,,,,2017-11-02,2017,nov,2,0,724,0.0,0.0
35,Subtotal ,171687,17713,41.0,135.65877591949288,0.0,269.0,139615,195,216,417,0,2017-11-02,2017,nov,2,171687,17488,0.0,170.0
16,Panama,5646,1209,42.0,171.8045112781955,0.0,13.0,3990,35,5,13,3,2017-11-02,2017,nov,2,0,25,0.0,0.0
20,Dominican Republic,4919,335,0.0,49.06611878968995,0.0,85.0,10708,16,0,274,30,2017-11-02,2017,nov,2,0,0,0.0,0.0
21,"French Guiana,",10500,483,10.0,3979.3478260869565,0.0,1.0,276,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
22,"Guadeloupe,",30845,382,0.0,6615.889830508475,0.0,5.0,472,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,5.0,396,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
25,Puerto Rico,0,40562,137.0,1101.9288236892148,5.0,47.0,3681,0,1,11,34,2017-11-02,2017,nov,2,0,-26,0.0,0.0
26,Saint Barthelemy,1005,61,0.0,10660.0,0.0,0.0,10,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
27,"Saint Martin,",3283,200,0.0,9675.0,0.0,1.0,36,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
28,Subtotal ,90187,42236,205.0,349.5209438593713,5.0,145.0,37887,16,1,314,64,2017-11-02,2017,nov,2,-81500,24523,5.0,-124.0
30,Bolivia (Plurinational State of),2586,790,4.0,30.772035365964815,0.0,14.0,10971,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
31,Colombia,98644,9925,0.0,223.1634121274409,0.0,248.0,48650,195,216,417,0,2017-11-02,2017,nov,2,28,0,0.0,0.0
32,Ecuador,3753,3058,15.0,41.2637828668363,0.0,7.0,16506,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
17,Subtotal ,63288,7738,77.0,152.9513103775007,0.0,173.0,46437,101,5,201,18,2017-11-02,2017,nov,2,-26899,-34498,-5.0,28.0
34,Venezuela (Bolivarian Republic of),60126,2413,0.0,198.4231232946253,0.0,0.0,31518,,,,,2017-11-02,2017,nov,2,29,0,0.0,0.0
65,Virgin Islands (US),1165,1024,2.0,2125.242718446602,0.0,0.0,103,,,,,2017-11-02,2017,nov,2,0,0,0.0,0.0
66,Subtotal ,23599,6743,30.0,411.02682199945815,4.0,27.0,7382,10,5,15,4,2017-11-02,2017,nov,2,-39689,-995,4.0,-146.0
66,Subtotal ,23599,6743,30.0,411.02682199945815,4.0,27.0,7382,10,5,15,4,2017-11-09,2017,nov,9,0,0,0.0,0.0
38,Argentina,539,277,41.0,1.8520199727644122,0.0,5.0,44060,,,,,2017-11-09,2017,nov,9,0,0,0.0,3.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
40,Paraguay,699,18,0.0,10.661710037174721,0.0,2.0,6725,,,,,2017-11-09,2017,nov,9,39,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
42,Subtotal ,1238,295,76.0,2.1185737976782755,0.0,7.0,72360,0,0,0,0,2017-11-09,2017,nov,9,-22361,-6448,-4.0,-20.0
44,Anguilla,31,23,1.0,317.6470588235294,0.0,0.0,17,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
45,Antigua and Barbuda,540,25,2.0,601.063829787234,0.0,0.0,94,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
46,Aruba,1208,703,7.0,1676.3157894736842,0.0,0.0,114,0,0,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
47,Bahamas,531,25,3.0,140.7594936708861,0.0,0.0,395,0,0,0,0,2017-11-09,2017,nov,9,0,0,0.0,0.0
48,Barbados,715,150,0.0,296.2328767123288,0.0,1.0,292,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,437,0.0,2688.0,0.0,0.0,25,0,0,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
50,Cayman Islands,237,30,11.0,460.3448275862069,0.0,0.0,58,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
51,Curacao,4476,2049,0.0,4379.194630872483,0.0,0.0,149,0,0,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,3.0,773,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
55,Jamaica,7772,203,0.0,284.00997150997154,0.0,0.0,2808,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
60,Sint Maarten (Dutch part),253,149,0.0,957.1428571428571,0.0,0.0,42,0,0,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
61,Suriname,2768,724,0.0,637.2262773722628,4.0,4.0,548,2,5,15,4,2017-11-09,2017,nov,9,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,17.0,1367,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
63,Turks and Caicos Islands,203,25,3.0,438.46153846153845,0.0,0.0,52,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
36,Brazil,231725,137288,0.0,176.09530763100506,11.0,2952.0,209553,9289,2989,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
35,Subtotal ,171782,17035,41.0,135.24119901156752,0.0,269.0,139615,195,216,417,0,2017-11-09,2017,nov,9,170544,16740,0.0,262.0
34,Venezuela (Bolivarian Republic of),60126,2413,0.0,198.4231232946253,0.0,0.0,31518,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
33,Peru,6584,1530,22.0,25.380043791054113,0.0,0.0,31970,,,,,2017-11-09,2017,nov,9,6,3,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-11-09,2017,nov,9,0,0,0.0,0.0
3,Canada,0,0,523.0,0.0,0.0,1.0,36284,0,0,0,0,2017-11-09,2017,nov,9,0,0,0.0,0.0
4,United States of America,0,225,5284.0,0.06916777335104028,0.0,98.0,325296,0,0,0,7,2017-11-09,2017,nov,9,0,0,0.0,0.0
5,Subtotal ,0,225,5813.0,0.06221467658046017,0.0,99.0,361651,0,0,0,7,2017-11-09,2017,nov,9,-171782,-16810,0.0,-170.0
8,Mexico,0,11000,15.0,8.55205871377037,0.0,20.0,128624,0,0,419,0,2017-11-09,2017,nov,9,0,252,0.0,0.0
10,Belize,2005,355,0.0,636.1185983827494,0.0,0.0,371,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
11,Costa Rica,7635,1994,32.0,197.27514853513625,0.0,6.0,4881,0,0,0,1,2017-11-09,2017,nov,9,0,0,0.0,0.0
12,El Salvador,11748,51,0.0,191.94729136163983,0.0,4.0,6147,,,,,2017-11-09,2017,nov,9,8,0,0.0,0.0
13,Guatemala,3877,1032,0.0,29.441045939786495,0.0,140.0,16674,5,0,47,13,2017-11-09,2017,nov,9,0,0,0.0,0.0
14,Honduras,32385,308,0.0,399.1819291819292,0.0,8.0,8190,61,0,141,1,2017-11-09,2017,nov,9,0,0,0.0,0.0
15,Nicaragua,0,2791,3.0,45.13260025873221,0.0,2.0,6184,,,,,2017-11-09,2017,nov,9,0,2,0.0,0.0
16,Panama,5646,1209,42.0,171.8045112781955,0.0,13.0,3990,35,5,13,3,2017-11-09,2017,nov,9,0,0,0.0,0.0
17,Subtotal ,63296,7740,77.0,152.9728449296897,0.0,173.0,46437,101,5,201,18,2017-11-09,2017,nov,9,63296,7515,0.0,74.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-11-09,2017,nov,9,0,0,0.0,0.0
20,Dominican Republic,4919,335,0.0,49.06611878968995,0.0,85.0,10708,16,0,274,30,2017-11-09,2017,nov,9,0,0,0.0,0.0
21,"French Guiana,",10500,483,10.0,3979.3478260869565,0.0,1.0,276,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
22,"Guadeloupe,",30845,382,0.0,6615.889830508475,0.0,5.0,472,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,5.0,396,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
25,Puerto Rico,0,40562,137.0,1101.9288236892148,5.0,47.0,3681,0,1,11,34,2017-11-09,2017,nov,9,0,0,0.0,0.0
26,Saint Barthelemy,1005,61,0.0,10660.0,0.0,0.0,10,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
27,"Saint Martin,",3283,200,0.0,9675.0,0.0,1.0,36,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
28,Subtotal ,90187,42236,205.0,349.5209438593713,5.0,145.0,37887,16,1,314,64,2017-11-09,2017,nov,9,26891,34496,5.0,-28.0
30,Bolivia (Plurinational State of),2597,790,4.0,30.872299699207,0.0,14.0,10971,,,,,2017-11-09,2017,nov,9,11,0,0.0,0.0
31,Colombia,98612,9925,0.0,223.09763617677288,0.0,248.0,48650,195,216,417,0,2017-11-09,2017,nov,9,-32,0,0.0,0.0
32,Ecuador,3863,2377,15.0,37.80443475099964,0.0,7.0,16506,,,,,2017-11-09,2017,nov,9,110,-681,0.0,0.0
67,TOTAL,581827,222562,6257.0,80.15762688725263,20.0,3692.0,1003509,9611,3216,1366,93,2017-11-09,2017,nov,9,142,-424,0.0,3.0
65,Virgin Islands (US),1165,1024,2.0,2125.242718446602,0.0,0.0,103,,,,,2017-11-09,2017,nov,9,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-11-16,2017,nov,16,0,0,0.0,0.0
67,TOTAL,581866,222632,6272.0,80.16848877289591,20.0,3692.0,1003509,9611,3216,1366,93,2017-11-16,2017,nov,16,39,70,0.0,0.0
33,Peru,6584,1530,22.0,25.380043791054113,0.0,0.0,31970,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
32,Ecuador,3863,2377,15.0,37.80443475099964,0.0,7.0,16506,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
31,Colombia,98630,9927,0.0,223.1387461459404,0.0,248.0,48650,195,216,417,0,2017-11-16,2017,nov,16,18,2,0.0,0.0
30,Bolivia (Plurinational State of),2597,790,4.0,30.872299699207,0.0,14.0,10971,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
28,Subtotal ,90187,42236,205.0,349.5209438593713,5.0,145.0,37887,16,1,314,64,2017-11-16,2017,nov,16,0,0,0.0,0.0
27,"Saint Martin,",3283,200,0.0,9675.0,0.0,1.0,36,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
26,Saint Barthelemy,1005,61,0.0,10660.0,0.0,0.0,10,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
25,Puerto Rico,0,40562,137.0,1101.9288236892148,5.0,47.0,3681,0,1,11,34,2017-11-16,2017,nov,16,0,0,0.0,0.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,5.0,396,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
22,"Guadeloupe,",30845,382,0.0,6615.889830508475,0.0,5.0,472,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
21,"French Guiana,",10500,483,10.0,3979.3478260869565,0.0,1.0,276,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
35,Subtotal ,171815,17037,41.0,135.26626795115138,0.0,269.0,139615,195,216,417,0,2017-11-16,2017,nov,16,81628,-25199,-5.0,124.0
20,Dominican Republic,4919,335,0.0,49.06611878968995,0.0,85.0,10708,16,0,274,30,2017-11-16,2017,nov,16,0,0,0.0,0.0
17,Subtotal ,63302,7742,77.0,152.9900725714409,0.0,173.0,46437,101,5,201,18,2017-11-16,2017,nov,16,-108513,-9295,0.0,-96.0
16,Panama,5646,1209,42.0,171.8045112781955,0.0,13.0,3990,35,5,13,3,2017-11-16,2017,nov,16,0,0,0.0,0.0
15,Nicaragua,0,2793,3.0,45.16494178525227,0.0,2.0,6184,,,,,2017-11-16,2017,nov,16,0,2,0.0,0.0
14,Honduras,32385,308,0.0,399.1819291819292,0.0,8.0,8190,61,0,141,1,2017-11-16,2017,nov,16,0,0,0.0,0.0
13,Guatemala,3877,1032,0.0,29.441045939786495,0.0,140.0,16674,5,0,47,13,2017-11-16,2017,nov,16,0,0,0.0,0.0
12,El Salvador,11754,51,0.0,192.0448999511957,0.0,4.0,6147,,,,,2017-11-16,2017,nov,16,6,0,0.0,0.0
11,Costa Rica,7635,1994,32.0,197.27514853513625,0.0,6.0,4881,0,0,0,1,2017-11-16,2017,nov,16,0,0,0.0,0.0
10,Belize,2005,355,0.0,636.1185983827494,0.0,0.0,371,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
8,Mexico,0,11065,15.0,8.602593606169922,0.0,20.0,128624,0,0,419,0,2017-11-16,2017,nov,16,0,65,0.0,0.0
5,Subtotal ,0,226,5828.0,0.0624911862541511,0.0,99.0,361651,0,0,0,7,2017-11-16,2017,nov,16,-63302,-7516,0.0,-74.0
4,United States of America,0,226,5299.0,0.0694751856770449,0.0,98.0,325296,0,0,0,7,2017-11-16,2017,nov,16,0,1,0.0,0.0
3,Canada,0,0,523.0,0.0,0.0,1.0,36284,0,0,0,0,2017-11-16,2017,nov,16,0,0,0.0,0.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-11-16,2017,nov,16,0,0,0.0,0.0
36,Brazil,231725,137288,0.0,176.09530763100506,11.0,2952.0,209553,9289,2989,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
38,Argentina,539,277,41.0,1.8520199727644122,0.0,5.0,44060,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
66,Subtotal ,23599,6743,30.0,411.02682199945815,4.0,27.0,7382,10,5,15,4,2017-11-16,2017,nov,16,23599,6517,4.0,-72.0
65,Virgin Islands (US),1165,1024,2.0,2125.242718446602,0.0,0.0,103,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
63,Turks and Caicos Islands,203,25,3.0,438.46153846153845,0.0,0.0,52,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,17.0,1367,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
61,Suriname,2768,724,0.0,637.2262773722628,4.0,4.0,548,2,5,15,4,2017-11-16,2017,nov,16,0,0,0.0,0.0
60,Sint Maarten (Dutch part),253,149,0.0,957.1428571428571,0.0,0.0,42,0,0,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
55,Jamaica,7772,203,0.0,284.00997150997154,0.0,0.0,2808,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,3.0,773,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
34,Venezuela (Bolivarian Republic of),60141,2413,0.0,198.47071514690018,0.0,0.0,31518,,,,,2017-11-16,2017,nov,16,15,0,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
51,Curacao,4476,2049,0.0,4379.194630872483,0.0,0.0,149,0,0,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
50,Cayman Islands,237,30,11.0,460.3448275862069,0.0,0.0,58,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,437,0.0,2688.0,0.0,0.0,25,0,0,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
48,Barbados,715,150,0.0,296.2328767123288,0.0,1.0,292,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
47,Bahamas,531,25,3.0,140.7594936708861,0.0,0.0,395,0,0,0,0,2017-11-16,2017,nov,16,0,0,0.0,0.0
46,Aruba,1208,703,7.0,1676.3157894736842,0.0,0.0,114,0,0,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
45,Antigua and Barbuda,540,25,2.0,601.063829787234,0.0,0.0,94,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
44,Anguilla,31,23,1.0,317.6470588235294,0.0,0.0,17,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
42,Subtotal ,1238,295,76.0,2.1185737976782755,0.0,7.0,72360,0,0,0,0,2017-11-16,2017,nov,16,-22361,-6448,-4.0,-20.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
40,Paraguay,699,18,0.0,10.661710037174721,0.0,2.0,6725,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-11-16,2017,nov,16,0,0,0.0,0.0
67,TOTAL,582798,222905,6277.0,80.28856741693397,20.0,3695.0,1003509,9611,3216,1366,93,2017-11-30,2017,nov,30,932,273,0.0,3.0
66,Subtotal ,23599,6743,30.0,411.02682199945815,4.0,27.0,7382,10,5,15,4,2017-11-30,2017,nov,30,22361,6448,4.0,20.0
35,Subtotal ,172661,17035,41.0,135.87078752283065,0.0,269.0,139615,195,216,417,0,2017-11-30,2017,nov,30,149062,10292,-4.0,242.0
33,Peru,7366,1530,22.0,27.82608695652174,0.0,0.0,31970,,,,,2017-11-30,2017,nov,30,782,0,0.0,0.0
32,Ecuador,3863,2377,15.0,37.80443475099964,0.0,7.0,16506,,,,,2017-11-30,2017,nov,30,0,0,0.0,0.0
31,Colombia,98669,9925,0.0,223.21479958890032,0.0,248.0,48650,195,216,417,0,2017-11-30,2017,nov,30,39,-2,0.0,0.0
30,Bolivia (Plurinational State of),2617,790,4.0,31.054598486920064,0.0,14.0,10971,,,,,2017-11-30,2017,nov,30,20,0,0.0,0.0
28,Subtotal ,90187,42236,205.0,349.5209438593713,5.0,145.0,37887,16,1,314,64,2017-11-30,2017,nov,30,-82474,25201,5.0,-124.0
27,"Saint Martin,",3283,200,0.0,9675.0,0.0,1.0,36,,,,,2017-11-30,2017,nov,30,0,0,0.0,0.0
26,Saint Barthelemy,1005,61,0.0,10660.0,0.0,0.0,10,,,,,2017-11-30,2017,nov,30,0,0,0.0,0.0
25,Puerto Rico,0,40562,137.0,1101.9288236892148,5.0,47.0,3681,0,1,11,34,2017-11-30,2017,nov,30,0,0,0.0,0.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,5.0,396,,,,,2017-11-30,2017,nov,30,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-11-30,2017,nov,30,0,0,0.0,0.0
22,"Guadeloupe,",30845,382,0.0,6615.889830508475,0.0,5.0,472,,,,,2017-11-30,2017,nov,30,0,0,0.0,0.0
21,"French Guiana,",10500,483,10.0,3979.3478260869565,0.0,1.0,276,,,,,2017-11-30,2017,nov,30,0,0,0.0,0.0
20,Dominican Republic,4919,335,0.0,49.06611878968995,0.0,85.0,10708,16,0,274,30,2017-11-30,2017,nov,30,0,0,0.0,0.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-11-30,2017,nov,30,0,0,0.0,0.0
17,Subtotal ,63396,7765,77.0,153.24202683205203,0.0,176.0,46437,101,5,201,18,2017-11-30,2017,nov,30,-26791,-34471,-5.0,31.0
16,Panama,5646,1222,42.0,172.13032581453635,0.0,16.0,3990,35,5,13,3,2017-11-30,2017,nov,30,0,13,0.0,3.0
